12번째: precision=0.5833, recall=0.7000, f1-score=0.6364, support=10.0000
네명: precision=0.4500, recall=0.9000, f1-score=0.6000, support=10.0000
네배: precision=0.7143, recall=0.5000, f1-score=0.5882, support=10.0000
네번째: precision=0.5333, recall=0.8000, f1-score=0.6400, support=10.0000
네쌍둥이: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
노고: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
노년기: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
노랑: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노량진: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노르웨이: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
노부모: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노원: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
노원구수어통역센터: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
노원구주민지원센터: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
노원구지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
노인: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
논산시수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
논산시청: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
놀다: precision=0.5833, recall=0.7000, f1-score=0.6364, support=10.0000
놀라다: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
놀랍다: precision=0.8387, recall=0.8667, f1-score=0.8525, support=30.0000
놀리다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
농인: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
놓치다: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
누나: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
눈: precision=0.4194, recall=0.6500, f1-score=0.5098, support=20.0000
눈가림: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
눈썰미: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
눈썹: precision=0.2667, recall=0.4000, f1-score=0.3200, support=10.0000
눕다: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
뉴질랜드: precision=0.4545, recall=1.0000, f1-score=0.6250, support=10.0000
느낌: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
느리다: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
늙다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
다과: precision=0.8333, recall=0.5000, f1-score=0.6250, support=10.0000
다리: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
다섯명: precision=0.5882, recall=1.0000, f1-score=0.7407, support=10.0000
다섯번째: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
다행: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
단문: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
단양군수어통역센터: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
단양군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
단양군지부: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
단어: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
단전: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
달: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
달다: precision=0.3889, recall=0.7000, f1-score=0.5000, support=10.0000
달변: precision=0.6400, recall=0.8000, f1-score=0.7111, support=20.0000
달빛: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
달서구주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
달성: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
답답: precision=0.7000, recall=0.7000, f1-score=0.7000, support=10.0000
당뇨병: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
당신: precision=0.5556, recall=0.5000, f1-score=0.5263, support=10.0000
당진시수어통역센터: precision=0.5000, recall=0.3000, f1-score=0.3750, support=10.0000
당진시청: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
당하다: precision=0.6000, recall=0.9000, f1-score=0.7200, support=10.0000
당황: precision=0.7917, recall=0.9500, f1-score=0.8636, support=20.0000
대교: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대구: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
대구광역시농아인협회: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대구광역시청: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
대기: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
대단하다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
대덕구주민지원센터: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
대들다: precision=0.7692, recall=1.0000, f1-score=0.8696, support=20.0000
대만: precision=0.7273, recall=0.8000, f1-score=0.7619, support=10.0000
대물림: precision=0.8696, recall=1.0000, f1-score=0.9302, support=20.0000
대박: precision=0.8095, recall=0.8500, f1-score=0.8293, support=20.0000
대전광역시청: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
대지: precision=0.5000, recall=0.7000, f1-score=0.5833, support=10.0000
대출: precision=0.9677, recall=1.0000, f1-score=0.9836, support=30.0000
더디다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=20.0000
던지다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
덥다: precision=0.6667, recall=0.8000, f1-score=0.7273, support=10.0000
도련님: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
도벽: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
도봉구수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
도봉구지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
도봉산: precision=0.3333, recall=0.6000, f1-score=0.4286, support=10.0000
독립: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
독산: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독서: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
독서광: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독식: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
독신: precision=0.6923, recall=0.9000, f1-score=0.7826, support=10.0000
독일: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
독일어: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
독재자: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
독특: precision=0.8235, recall=0.7000, f1-score=0.7568, support=20.0000
돋보이다: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
돌: precision=0.8333, recall=0.5000, f1-score=0.6250, support=10.0000
돌기둥: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
돌보다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
돕다: precision=0.8571, recall=0.8000, f1-score=0.8276, support=30.0000
동갑: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동거: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동구지부: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
동대문: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동대문구수어통역센터: precision=0.4286, recall=0.6000, f1-score=0.5000, support=10.0000
동대문구지부: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
동두천: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
동두천시수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동두천시지부: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
동두천시청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동메달: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동상이몽: precision=0.7727, recall=0.8500, f1-score=0.8095, support=20.0000
동작구수어통역센터: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
동작구주민지원센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
동작구지부: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
동해시수어통역센터: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
동해시청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
동화책: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
돼지고기: precision=1.0000, recall=0.4000, f1-score=0.5714, support=10.0000
두근거리다: precision=0.5455, recall=0.6000, f1-score=0.5714, support=10.0000
두명: precision=0.6250, recall=0.5000, f1-score=0.5556, support=10.0000
두번째: precision=0.6000, recall=0.6000, f1-score=0.6000, support=10.0000
두부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
뒷산: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
드러나다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
듣다: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
들러리: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
들추어내다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
들키다: precision=0.7368, recall=0.9333, f1-score=0.8235, support=15.0000
등록금: precision=0.8824, recall=1.0000, f1-score=0.9375, support=15.0000
등산: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
등지다: precision=0.7143, recall=0.5000, f1-score=0.5882, support=10.0000
디자이너: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
디자인: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
따뜻하다: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
딸: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
떡국: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
똑똑하다: precision=0.9375, recall=0.7500, f1-score=0.8333, support=20.0000
뙤약볕: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
뚫다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
뛰어나다: precision=1.0000, recall=0.7500, f1-score=0.8571, support=20.0000
뜨겁다: precision=0.6364, recall=0.7000, f1-score=0.6667, support=10.0000
뜻밖: precision=0.8182, recall=0.9000, f1-score=0.8571, support=20.0000
라면: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
러시아: precision=0.6923, recall=0.9000, f1-score=0.7826, support=10.0000
로마: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
마구간: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
마라톤: precision=0.5625, recall=0.9000, f1-score=0.6923, support=10.0000
마르다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
마산: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
마산시수화통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
마산시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
마술사: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
마을버스: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
마음: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
마음에들다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
마지막: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
마지못하다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
마포: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
마포구수어통역센터: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
마포구주민지원센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
마포구지부: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
막걸리: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
막말: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
막상막하: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
막차: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
막히다: precision=0.8857, recall=0.7750, f1-score=0.8267, support=40.0000
만만하다: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
만오천: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
만취: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
맏형: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
말끼어들기: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
맛없다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
망가지다: precision=0.8000, recall=0.8889, f1-score=0.8421, support=9.0000
망설이다: precision=1.0000, recall=0.4000, f1-score=0.5714, support=10.0000
망신: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
망아지: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
맞다: precision=0.8438, recall=0.9000, f1-score=0.8710, support=30.0000
매력: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
매료되다: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
매일매일: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
매표소: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
맥없다: precision=0.8125, recall=0.8667, f1-score=0.8387, support=30.0000
맹세: precision=1.0000, recall=1.0000, f1-score=1.0000, support=20.0000
머리: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
머리카락: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
먹: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
먹구름: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
멀다: precision=0.7000, recall=0.7000, f1-score=0.7000, support=10.0000
멍청하다: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
며느리: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
면박: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
면역: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
면적: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
명단: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
명령: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
명예: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
모르다: precision=0.7600, recall=0.9500, f1-score=0.8444, support=20.0000
모범: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
모범생: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
목공예: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
목마르다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
목재: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
목포: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
목포시수어통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
목포시청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
몰리다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
못견디다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
못마땅하다: precision=0.6250, recall=1.0000, f1-score=0.7692, support=10.0000
못보았다: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
못생기다: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
못하다: precision=0.7895, recall=0.7500, f1-score=0.7692, support=20.0000
몽골: precision=0.3750, recall=0.3000, f1-score=0.3333, support=10.0000
무: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
무각오: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
무경험: precision=1.0000, recall=0.6000, f1-score=0.7500, support=15.0000
무기력: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
무념무상: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
무례: precision=0.9677, recall=1.0000, f1-score=0.9836, support=30.0000
무매력: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
무법자: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
무분별: precision=0.7000, recall=0.7000, f1-score=0.7000, support=10.0000
무산: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
무섭다: precision=0.6250, recall=0.5000, f1-score=0.5556, support=10.0000
무소식: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
무시: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
무시하다: precision=0.9474, recall=0.9000, f1-score=0.9231, support=20.0000
무안군수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
무안군주민지원센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
무안군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
무의미: precision=0.8000, recall=0.4000, f1-score=0.5333, support=10.0000
무인상: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
무자격: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
무자비: precision=0.9091, recall=1.0000, f1-score=0.9524, support=30.0000
무자유: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
무주군주민지원센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
무주군지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
무허가: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
문경시수어통역센터: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
문득: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
문잠그다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
문학: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
묻다: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
물귀신: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
물놀이: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
물론: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
물약: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
물총: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
물통: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
미국: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
미남: precision=0.4737, recall=0.9000, f1-score=0.6207, support=10.0000
미달성: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
미성년: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
미소: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
미신: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
미심쩍다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
미완성: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
미치광이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
미혼: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
믿다: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
밀거래단: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
밀고: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
밀서: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
밀양시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
바다: precision=0.7273, recall=0.8000, f1-score=0.7619, support=10.0000
바람: precision=0.4762, recall=1.0000, f1-score=0.6452, support=10.0000
바르다: precision=0.5000, recall=0.7000, f1-score=0.5833, support=10.0000
바보: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
밖: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
반납: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
반드시: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
반성하다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
반장: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
반환: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
받다: precision=0.6667, recall=0.2000, f1-score=0.3077, support=10.0000
발가락: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
발각: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
발견: precision=0.4211, recall=0.8000, f1-score=0.5517, support=10.0000
발언권: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
밤나무: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
밤샘: precision=1.0000, recall=0.2000, f1-score=0.3333, support=10.0000
밥: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
밥그릇: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
밥솥: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
방금: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
방도: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
방법: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
방식: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
방음: precision=1.0000, recall=1.0000, f1-score=1.0000, support=9.0000
방직: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
방직공장: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
방충: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
배고프다: precision=0.7500, recall=0.9000, f1-score=0.8182, support=20.0000
배드민턴: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
배부르다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
배은: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
백구: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백구십: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백구십사: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백구십삼: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백구십오: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백구십육: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백구십이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백구십칠: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백구십팔: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
백만: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백사십: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
백사십구: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백사십사: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
백사십삼: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
백사십오: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백사십일: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
백사십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백삼: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
백삼십: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
백삼십구: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백삼십삼: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백삼십이: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
백삼십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백석: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백설기: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
백십구: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
백십사: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
백십삼: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백십오: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
백십육: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
백십일: precision=0.6000, recall=0.3000, f1-score=0.4000, support=10.0000
백십팔: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
백억: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백오십구: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백오십사: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백오십육: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
백오십이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백오십일: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백오십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백육십: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
백육십구: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백육십오: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백육십육: precision=0.7000, recall=0.7000, f1-score=0.7000, support=10.0000
백육십이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백육십일: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
백이십: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백이십구: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
백이십삼: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백이십오: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백이십육: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백이십이: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백이십일: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
백이십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백일: precision=0.4762, recall=1.0000, f1-score=0.6452, support=10.0000
백일잔치: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백칠: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
백칠십: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
백칠십사: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백칠십삼: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백칠십이: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백칠십일: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
백칠십칠: precision=0.6250, recall=1.0000, f1-score=0.7692, support=10.0000
백칠십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백팔: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
백팔십: precision=0.7500, recall=0.6000, f1-score=0.6667, support=10.0000
백팔십구: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
백팔십육: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백팔십이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
백팔십칠: precision=0.8571, recall=0.6000, f1-score=0.7059, support=10.0000
백팔십팔: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
백화점: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
버릇: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
버스값: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
벌꿀: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
벗어나다: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
벚꽃: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
베트남: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
벨기에: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
벨트: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
