가능: precision=0.7619, recall=0.8000, f1-score=0.7805, support=20.0000
일곱명: precision=0.8750, recall=0.7000, f1-score=0.7778, support=10.0000
일몰: precision=0.7692, recall=1.0000, f1-score=0.8696, support=20.0000
일부러: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
일시불: precision=1.0000, recall=0.8500, f1-score=0.9189, support=20.0000
일요일: precision=0.9524, recall=1.0000, f1-score=0.9756, support=20.0000
일인다역: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
일임: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
일출: precision=0.9286, recall=0.6500, f1-score=0.7647, support=20.0000
일터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
임실군수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
자살자: precision=0.8889, recall=0.8000, f1-score=0.8421, support=10.0000
자정: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
장난: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
장마: precision=1.0000, recall=0.9500, f1-score=0.9744, support=20.0000
재량: precision=0.8750, recall=0.7000, f1-score=0.7778, support=20.0000
재봉틀: precision=1.0000, recall=0.5000, f1-score=0.6667, support=10.0000
저명인사: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
적격: precision=1.0000, recall=0.9500, f1-score=0.9744, support=20.0000
전염: precision=0.6923, recall=0.9000, f1-score=0.7826, support=10.0000
전화번호: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
절수: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
정밀검사: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
제발: precision=1.0000, recall=1.0000, f1-score=1.0000, support=20.0000
제부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
제사: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
제주시수화통역센터: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
졸업장: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
종로구수어통역센터: precision=0.8000, recall=0.8000, f1-score=0.8000, support=10.0000
좋다: precision=0.9500, recall=0.9500, f1-score=0.9500, support=20.0000
죄송: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
주다: precision=0.8966, recall=0.8667, f1-score=0.8814, support=30.0000
중국: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
중독: precision=0.9000, recall=0.9000, f1-score=0.9000, support=20.0000
증거: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
증원: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
지도: precision=0.9118, recall=0.7750, f1-score=0.8378, support=40.0000
지불하다: precision=0.8286, recall=0.9667, f1-score=0.8923, support=30.0000
지팡이: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
직인: precision=1.0000, recall=0.9500, f1-score=0.9744, support=20.0000
진단서: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
징그럽다: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
찔리다: precision=0.8421, recall=0.8000, f1-score=0.8205, support=20.0000
차도: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
참다: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
찻길: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
창백: precision=1.0000, recall=0.6000, f1-score=0.7500, support=10.0000
창피하다: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
채팅: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
책임: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
천벌: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
천안시수어통역센터: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
천안시청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
천연색: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
철원군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
청도군지부: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
청소당번: precision=0.9000, recall=0.9000, f1-score=0.9000, support=10.0000
청양군지부: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
체감: precision=1.0000, recall=0.3000, f1-score=0.4615, support=10.0000
체온: precision=1.0000, recall=1.0000, f1-score=1.0000, support=20.0000
체험: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
초대권: precision=0.6364, recall=0.7000, f1-score=0.6667, support=10.0000
초상화: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
총각: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
최상급: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
춘천시수어통역센터: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
출석: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
충격: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
충남도청: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
충북농아인협회: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
칠백만: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
칠십칠: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
칼슘: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
키우다: precision=0.5455, recall=0.6000, f1-score=0.5714, support=10.0000
탈환: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
탕진: precision=0.9524, recall=1.0000, f1-score=0.9756, support=20.0000
태백: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
태안군수어통역센터: precision=0.7692, recall=1.0000, f1-score=0.8696, support=10.0000
턱: precision=0.6667, recall=1.0000, f1-score=0.8000, support=10.0000
퇴사: precision=0.7826, recall=0.9000, f1-score=0.8372, support=20.0000
파주시청: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
판결: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
판박이: precision=0.9677, recall=1.0000, f1-score=0.9836, support=30.0000
팔: precision=0.9048, recall=0.9500, f1-score=0.9268, support=20.0000
팔십삼: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
팔십오억: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
팔십팔: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
팔천만: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
평가: precision=0.9375, recall=0.7500, f1-score=0.8333, support=20.0000
평가하다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
폐업: precision=0.8667, recall=0.8667, f1-score=0.8667, support=30.0000
포기: precision=0.9231, recall=0.8000, f1-score=0.8571, support=30.0000
포천: precision=0.7143, recall=1.0000, f1-score=0.8333, support=10.0000
표리부동: precision=0.9333, recall=0.7000, f1-score=0.8000, support=20.0000
필기시험: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
하남: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
하늘: precision=1.0000, recall=1.0000, f1-score=1.0000, support=20.0000
하동군수화통역센터: precision=1.0000, recall=0.3000, f1-score=0.4615, support=10.0000
하동군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
한글: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
한명: precision=0.7273, recall=0.8000, f1-score=0.7619, support=10.0000
한숨: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
함구: precision=0.9444, recall=0.8500, f1-score=0.8947, support=40.0000
해내다: precision=0.7778, recall=0.7000, f1-score=0.7368, support=10.0000
해하다: precision=0.9500, recall=0.9500, f1-score=0.9500, support=20.0000
햅쌀: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
햇빛: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
허탕: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
험담: precision=0.9444, recall=0.8500, f1-score=0.8947, support=20.0000
헤드라이트: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
혈액형: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
형: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
형편없다: precision=0.9524, recall=1.0000, f1-score=0.9756, support=20.0000
혹시: precision=1.0000, recall=0.9000, f1-score=0.9474, support=10.0000
홍성군지부: precision=1.0000, recall=0.7000, f1-score=0.8235, support=10.0000
홍천군지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
화성시지부: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
화성시청: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
화요일: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
화천군수어통역센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
화천군주민지원센터: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
환갑: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
환대: precision=0.9091, recall=1.0000, f1-score=0.9524, support=10.0000
환자실: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000
황소고집: precision=1.0000, recall=0.9500, f1-score=0.9744, support=20.0000
회복: precision=1.0000, recall=1.0000, f1-score=1.0000, support=20.0000
회식: precision=0.8182, recall=0.9000, f1-score=0.8571, support=10.0000
회원: precision=0.8333, recall=1.0000, f1-score=0.9091, support=10.0000
횡성군지부: precision=0.9091, recall=0.6667, f1-score=0.7692, support=15.0000
훌륭: precision=0.7500, recall=0.9000, f1-score=0.8182, support=10.0000
휴학: precision=1.0000, recall=0.4000, f1-score=0.5714, support=10.0000
흰: precision=1.0000, recall=0.8000, f1-score=0.8889, support=10.0000
힘들다: precision=1.0000, recall=1.0000, f1-score=1.0000, support=10.0000

Overall Accuracy:
0.9169
Top-5 Accuracy:
0.9862
Top-3 Accuracy:
0.9784
